seller_id,total_orders,total_revenue,unique_products,avg_review,review_count,review_std,avg_freight,state,city,revenue_per_order,products_per_order,seller_tier,review_consistency,performance_score
01bcc9d254a0143f0ce9791b960b2a47,11,1521.21,3,4.4,10,0.699205898780101,25.24181818181818,GO,uruacu,138.29181818181817,0.2727272727272727,Gold,1.2512420160141322,0.35597749396082673
01c97ebb5cdac52891c0ed1c37ba0012,12,577.5,3,4.083333333333333,12,1.164500152881315,14.875,SP,catanduva,48.125,0.25,Silver,0.7908263179892704,0.32817665066780877
01cf7e3d21494c41fb86034f2e714fa1,67,9729.36,21,4.212121212121212,66,1.271161207656533,29.982388059701492,PR,francisco beltrao,145.21432835820897,0.31343283582089554,Platinum,0.7293088474323972,0.362408966132211
01ed254b9ff8407dfb9d99ba1e17d923,5,1465.99,2,5.0,5,0.0,13.544,SP,mogi das cruzes,293.198,0.4,Gold,10.0,0.4038331107287174
01fd077212124329bac32490e8ef80d9,39,1208.0,12,4.3076923076923075,39,1.2387142347876634,14.752820512820513,SP,ribeirao preto  sao paulo,30.974358974358974,0.3076923076923077,Gold,0.7469854088453853,0.3477739312359554
01fdefa7697d26ad920e9e0346d4bd1b,131,14921.43,21,4.346153846153846,130,1.0834308015416947,21.134656488549616,PR,londrina,113.90404580152672,0.16030534351145037,Platinum,0.8450008219299909,0.3867072350934535
0241d4d5d36f10f80c644447315af0bd,246,31397.7,56,4.310204081632653,245,1.2187478285746414,27.86142276422764,PR,curitiba,127.6329268292683,0.22764227642276422,Platinum,0.7582950874549249,0.4269116073490698
0249d282d911d23cb8b869ab49c99f53,11,393.0,4,4.2727272727272725,11,1.2720777563426766,12.625454545454545,SP,sao paulo,35.72727272727273,0.36363636363636365,Silver,0.7288216687263676,0.34284575534623174
024b564ae893ce8e9bfa02c10a401ece,8,706.4000000000001,2,4.75,8,0.46291004988627565,26.5,SP,sao paulo,88.30000000000001,0.25,Silver,1.77648276168107,0.38184701765957885
028872bfa080090a9d0abd4f1af168f8,3,70.5,1,5.0,3,0.0,15.79,MG,ribeirao das neves,23.5,0.3333333333333333,Bronze,10.0,0.40018433570923034
02a2272692e13558373c66db98f05e2e,2,54.98,2,3.0,2,2.8284271247461903,19.435000000000002,RJ,rio de janeiro,27.49,1.0,Bronze,0.3414802408943917,0.24014375570629054
02b72cdeb9cfcc429f1af6f4e3f3b737,4,522.65,3,4.75,4,0.4999999999999999,56.4975,SP,ibitinga,130.6625,0.75,Silver,1.666666666666667,0.38136656820466996
02c988090b766852e088c69d7fb3b551,17,1618.65,11,4.6875,16,1.01447851956888,12.841176470588236,SP,americana,95.21470588235294,0.6470588235294118,Gold,0.8972806406235947,0.37923226944320115
02d35243ea2e497335cd0f076b45675d,16,5794.0,3,2.6875,16,1.4930394055974097,37.871875,RN,natal,362.125,0.1875,Platinum,0.6277308624547097,0.23014951913873127
02dcd3e8e25bee036e32512bcf175493,17,1491.9,7,3.588235294117647,17,1.970368732287556,18.36294117647059,MG,contagem,87.75882352941177,0.4117647058823529,Gold,0.48300574888179326,0.290959680899635
02ecc2a19303f05e59ce133fd923fff7,24,5264.19,17,4.541666666666667,24,0.9770927002733857,19.925416666666667,SP,santo andre,219.34124999999997,0.7083333333333334,Platinum,0.9284251947359609,0.37709756308047143
02f5837340d7eb4f653d676c7256523a,30,3883.05,3,4.833333333333333,30,0.7466399831028445,19.361,PR,curitiba,129.435,0.1,Platinum,1.1811395870238819,0.39681964220889143
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,23,4.558139534883721,43,0.9587274696277488,18.855227272727273,SP,botucatu,144.95454545454547,0.5227272727272727,Platinum,0.9445301351740711,0.381327661421493
0307f7565ff85b299b6e5ef162b1b1a9,7,4728.8,6,3.142857142857143,7,1.864454471471609,39.25285714285714,SP,sao jose do rio preto,675.5428571428572,0.8571428571428571,Platinum,0.5090471754486026,0.26379292180883246
0336182e1b3e92f029d5354832045fdf,2,29.8,2,2.0,2,0.0,8.785,SP,ibitinga,14.9,1.0,Bronze,10.0,0.16007791778914987
034b9387752bfa309f350a70cd45ffa3,8,96.0,2,4.5,8,0.5345224838248488,18.0325,SC,blumenau,12.0,0.25,Bronze,1.5759882833025602,0.36025101032746265
038b75b729c8a9a04b0d07cba7eabe86,2,467.0,1,3.5,2,0.7071067811865476,45.425,SP,sao jose dos campos,233.5,0.5,Silver,1.238993430992954,0.281221060655469
039b29ff3b3473435d0cd59040575de9,9,114.9,7,4.444444444444445,9,0.8819171036881968,11.183333333333334,SP,ribeirao pires,12.766666666666667,0.7777777777777778,Bronze,1.0184159092899816,0.35585598354123743
039e6ad9dae79614493083e241147386,5,12925.0,4,4.0,5,1.7320508075688772,69.684,SP,sao paulo,2585.0,0.8,Platinum,0.5458363904912633,0.35379488002556125
03a2a6dcbe45d639c4dc2a0d24769c40,9,1078.41,7,4.111111111111111,9,1.3642254619787415,19.13888888888889,SP,maua,119.82333333333334,0.7777777777777778,Gold,0.682954931441097,0.33170859771429434
03bd479e1d9484cdb14104d3023f7321,3,359.70000000000005,3,4.333333333333333,3,1.1547005383792515,19.24,MG,uberlandia,119.90000000000002,1.0,Silver,0.7970029257273941,0.34760717098737803
0417b067eeab773d2f7061a726dc477f,13,1859.18,11,3.923076923076923,13,1.7059473644448735,49.42846153846154,SC,sao bento do sul,143.01384615384615,0.8461538461538461,Gold,0.5537259942829994,0.31870733489419434
042573af89b6d931f672efaf789d8358,3,413.48,3,3.6666666666666665,3,2.3094010767585034,21.69666666666667,SP,sorocaba,137.82666666666668,1.0,Silver,0.41504090358644385,0.294414455731242
04308b1ee57b6625f47df1d56f00eedf,94,60130.6,20,3.882978723404255,94,1.5440233923427387,32.49351063829787,SC,bombinhas,639.6872340425532,0.2127659574468085,Platinum,0.6082638511456925,0.46786123116943995
0432ead42b6c8a0bdf68154add917fdf,90,7792.1,56,4.477777777777778,90,1.1438922100725528,13.416888888888888,SP,maua,86.5788888888889,0.6222222222222222,Platinum,0.8039281795499569,0.3785961552703596
044668ccd5316b12a7cf0d54a156e3e9,4,137.8,1,5.0,4,0.0,13.3875,SP,osasco,34.45,0.25,Bronze,10.0,0.4003603044075453
04843805947f0fc584fc1969b6e50fe7,2,1400.0,1,5.0,2,0.0,37.38,RS,ivoti,700.0,0.5,Gold,10.0,0.40366056727549604
048c2757535328e0d7dac690ad3c0aae,51,9264.78,20,4.18,50,1.3505856628341133,25.221176470588233,SP,franca,181.6623529411765,0.39215686274509803,Platinum,0.6893767294281871,0.35862453605904987
04aa0a1c5ce6b222003403a3e11c3cc0,17,5518.0,8,3.5294117647058822,17,1.7362908403700519,48.32411764705882,SP,cosmopolis,324.5882352941176,0.47058823529411764,Platinum,0.544576043192852,0.2967808056237469
04aba03279157f6d4e0fe8ccaf21963c,16,2575.9,12,4.3125,16,1.1954775893619531,21.651875,RJ,santo antonio de padua,160.99375,0.75,Gold,0.771916093502257,0.3517351823178215
04e38a233f726ef161074ab1c9b0399a,28,1352.2,11,3.7857142857142856,28,1.3972762620115438,16.395357142857144,SP,sao paulo,48.292857142857144,0.39285714285714285,Gold,0.6678794190302138,0.3063927279070898
04ee0ec01589969663ba5967c0e0bdc0,1,289.49,1,5.0,1,0.0,24.83,RS,lajeado,289.49,1.0,Silver,10.0,0.4007569268718453
04fdea0c111866e6cf812f1570d6b5bd,10,1055.0,2,3.2,10,1.5491933384829668,20.695,SP,sao paulo,105.5,0.2,Gold,0.6063570453903626,0.25875849891117736
0509040ea3fe50071181bbc359eb7738,98,3737.95,34,4.5,96,0.7813618341008687,14.74642857142857,MG,belo horizonte,38.14234693877551,0.3469387755102041,Platinum,1.13460778684632,0.36977358389102877
052577151711aec5c744fe12e66db3e1,4,2748.0,1,2.25,4,1.8929694486000912,55.605,SC,rodeio,687.0,0.25,Gold,0.5017638382276375,0.18718517062361645
054694fa03fe82cec4b7551487331d74,22,9983.1,15,3.3636363636363638,22,1.7056057308448835,32.75681818181818,SP,itajobi,453.77727272727276,0.6818181818181818,Platinum,0.5538307632265198,0.2951936299251977
056b4ada5bbc2c50cc7842547dda6b51,66,12333.390000000001,23,4.123076923076923,65,1.3864037595936423,19.78818181818182,RJ,queimados,186.86954545454546,0.3484848484848485,Platinum,0.6727647138576823,0.36209415658181776
0570350b23eda5444f8d1d9544932058,11,626.9,3,5.0,11,0.0,11.350909090909092,SP,sao paulo,56.99090909090909,0.2727272727272727,Silver,10.0,0.4016391497321489
05730013efda596306417c3b09302475,4,952.0,4,5.0,4,0.0,54.1675,SC,criciuma,238.0,1.0,Gold,10.0,0.4024891857473373
058cb5aeb36d7c0fcae20fc85d5e0a59,13,1328.0,8,3.3846153846153846,13,1.7097008285302207,59.95538461538461,RJ,rio de janeiro,102.15384615384616,0.6153846153846154,Gold,0.5525775223367538,0.2742415402991299
058fd0aa2bfdb2274e05e1ae971dabb6,64,7667.9,11,4.375,64,1.201850425154663,13.8734375,SP,santo andre,119.8109375,0.171875,Platinum,0.7681373994106869,0.3700491884369827
05a48cc8859962767935ab9087417fbb,1,42.9,1,5.0,1,0.0,16.49,SP,sao paulo,42.9,1.0,Bronze,10.0,0.4001121702400849
05a940b4ecae36cadfd8e93bd9c43257,10,952.0,9,3.9,10,1.5951314818673865,19.694,GO,goiania,95.2,0.9,Gold,0.5899247407631073,0.3144891857473373
05aebce0b5c8f0d41b29b686f2d05fd3,2,74.99000000000001,2,5.0,2,0.0,22.945,SP,sao paulo,37.495000000000005,1.0,Bronze,10.0,0.40019607567142107
05ca864204d09595ae591b93ea9cf93d,1,179.9,1,5.0,1,0.0,8.52,SP,barueri,179.9,1.0,Bronze,10.0,0.4004703828949013
05d2173d43ea568aa0540eba70d2ca76,66,5759.66,48,4.0,64,1.3915846853526153,25.443484848484847,MG,alfenas,87.26757575757576,0.7272727272727273,Platinum,0.6704279078620312,0.3350597306528452
05e107217c7266362fd44b75b2cd4cc4,8,193.38,3,4.125,8,0.8345229603962802,10.251249999999999,SP,sao paulo - sp,24.1725,0.375,Bronze,1.0700646665502522,0.3305056289283825
05f51e13da97139648b8125c31e5f51b,63,13769.01,21,4.095238095238095,63,1.4888216353046297,32.05222222222222,MG,belo horizonte,218.5557142857143,0.3333333333333333,Platinum,0.6293972701399341,0.3636207529204598
05feb94f19d094d4b0f9281f0b1d4c99,6,9353.0,2,4.5,6,0.547722557505166,116.17333333333333,SP,mogi das cruzes,1558.8333333333333,0.3333333333333333,Platinum,1.543870887948849,0.38445520409122436
05ff92fedb5be47920fea08e501238b9,62,21992.78,16,4.209677419354839,62,1.1753910653611996,29.280483870967743,RS,santo angelo,354.7222580645161,0.25806451612903225,Platinum,0.7840732361699531,0.3942785155235177
062c325cd6a2b87845fab56b4ec2eeae,2,133.22,2,5.0,2,0.0,11.93,SP,sao paulo,66.61,1.0,Bronze,10.0,0.4003483291231726
062ce95fa2ad4dfaedfc79260130565f,60,7521.0,14,3.966666666666667,60,1.3773798100897727,20.007333333333335,RS,lajeado,125.35,0.23333333333333334,Platinum,0.6768740124716034,0.33699842367548005
06532f10282704ef4c69168b914b77be,9,10220.5,8,4.222222222222222,9,1.3017082793177757,77.58222222222223,PR,paincandu,1135.611111111111,0.8888888888888888,Platinum,0.7134152053997349,0.36450122623435405
06579cb253ecd5a3a12a9e6eb6bf8f47,72,4727.2,11,3.763888888888889,72,1.605387545292111,20.82513888888889,SP,sao paulo - sp,65.65555555555555,0.1527777777777778,Platinum,0.5863769808572824,0.31347127798591445
066a6914e1ebf3ea95a216c73a986b91,74,9410.380000000001,44,3.9726027397260273,73,1.258003298217347,23.048243243243242,PR,foz do iguacu,127.16729729729731,0.5945945945945946,Platinum,0.7363752365791022,0.3424134542337836
0691148aee60ca47977c187804f935ae,53,5868.51,37,3.981132075471698,53,1.474012916624022,28.130943396226417,PR,londrina,110.72660377358491,0.6981132075471698,Platinum,0.6353188016683003,0.33383490579625086
0692610d8abe24f287e9fae90ea0bbee,4,173.99,3,4.0,4,0.816496580927726,7.9325,SP,sao paulo,43.4975,0.75,Bronze,1.0911115445599888,0.3204549300716169
06a2c3af7b3aee5d69171b0e14f0ee87,405,36408.95,44,4.0,398,1.4016902355273781,29.978493827160495,MA,sao luis,89.89864197530864,0.10864197530864197,Platinum,0.6659162964116966,0.4151981506465499
06bb3a2fe5e7b7a845b13e8fb91bd944,18,1536.19,14,4.611111111111111,18,0.6076849889141858,18.11888888888889,MG,belo horizonte,85.3438888888889,0.7777777777777778,Gold,1.4130580917567839,0.3729055509195633
06df0c10d34e459d9672bc77388742eb,30,9070.0,1,4.366666666666666,30,1.0980651740387641,17.525666666666666,PR,maringa,302.3333333333333,0.03333333333333333,Platinum,0.8346791323788569,0.37304857989672524
06e5eefc71ec47ae763c5c6f8db7064f,95,22188.56,35,3.903225806451613,93,1.3437821068280142,23.087157894736844,RS,porto alegre,233.56378947368424,0.3684210526315789,Platinum,0.6926252896962392,0.3702742906778286
07017df32dc5f2f1d2801e579548d620,9,946.49,3,4.111111111111111,9,1.5365907428821477,20.194444444444443,PB,joao pessoa,105.16555555555556,0.3333333333333333,Gold,0.6110263084092312,0.3313636676893062
070d165398b553f3b4b851c216b8a358,39,3393.16,11,3.5,38,1.6725122711948326,25.733076923076922,SP,sao paulo,87.00410256410257,0.28205128205128205,Platinum,0.5641709884050112,0.28887206461180137
0725b8c0f3f906e58f70cbe76b7c748c,37,2190.3,15,3.7027027027027026,37,1.7774023627640305,19.342972972972973,SP,guarulhos,59.197297297297304,0.40540540540540543,Gold,0.5326508690059049,0.30194317371872975
0743a0239d764b9a0f959a57d07e36ab,4,336.96,2,4.75,4,0.4999999999999999,16.565,SP,sao paulo,84.24,0.5,Silver,1.666666666666667,0.3808810462493937
0747d5bb69f0586cc869d8af4c50f93e,15,346.59999999999997,10,3.466666666666667,15,1.7674302033770735,13.925999999999998,RJ,saquarema,23.106666666666666,0.6666666666666666,Silver,0.5354952480642078,0.27823958520310976
0761743cbffb25d7148189e9f1a5f03a,7,241.2,3,4.285714285714286,7,0.48795003647426655,12.314285714285715,SP,ribeirao preto,34.457142857142856,0.42857142857142855,Silver,1.7008247945635906,0.3434878063048926
077c5fae4bea9500e3737b16f71b9d3a,6,106.80000000000001,3,4.666666666666667,6,0.816496580927726,11.74,SP,sorocaba,17.8,0.5,Bronze,1.0911115445599888,0.3736125823226355
0791d9fc1e30678ecf03d3e55fa108d3,11,842.0,5,2.727272727272727,11,2.0045403009622476,16.99909090909091,MG,belo horizonte,76.54545454545455,0.45454545454545453,Gold,0.47516315061430536,0.2203833879289379
079d295dcbf06ee8bb1b65ba964eb2b6,10,349.3,3,4.8,10,0.42163702135578407,19.079,SP,sao paulo,34.93,0.3,Silver,1.9170418491404333,0.3849133115352363
07a9bc7f61396b658ddf3ac534efe44c,1,119.9,1,3.0,1,0.0,15.59,SP,sao paulo,119.9,1.0,Bronze,10.0,0.2403135014402371
07bf9669d84d1f11be443a9dd938f698,24,1776.0,11,3.25,24,1.8237562766229864,26.925833333333333,SP,sao paulo,74.0,0.4583333333333333,Gold,0.5198163676718066,0.2646436910580578
07d75e33f2750d97d467fb57e4dfdd8a,2,722.4,2,2.5,2,2.1213203435596424,18.595,SP,sao paulo,361.2,1.0,Silver,0.450182704578985,0.20188885271415594
07de60b03d150fb3ea09eab5da5e4c8b,9,719.1,4,4.333333333333333,9,1.3228756555322951,18.87777777777778,SP,ibitinga,79.9,0.4444444444444444,Silver,0.7028021008806296,0.3485468909008161
07e8e8fc5222bb358e6f259da3197074,2,51.8,2,4.0,2,1.4142135623730951,11.53,SP,sao paulo,25.9,1.0,Bronze,0.660408825313113,0.3201354409891934
080102cd0a76b09e0dcf55fcacc60e05,130,5716.78,43,4.492307692307692,130,0.9980302604207768,16.891769230769228,MG,belo horizonte,43.97523076923077,0.33076923076923076,Platinum,0.9107217132766354,0.374332228091194
080199a181c46c657dc5aa235411be3b,83,14504.2,40,4.609756097560975,82,0.6805244448394847,12.53831325301205,SP,osasco,174.74939759036147,0.4819277108433735,Platinum,1.2811898546055795,0.40670448771719875
08061dc0fc165ed41288cc7acde738ee,4,123.80000000000001,3,4.5,4,1.0,14.605,SP,osasco,30.950000000000003,0.75,Bronze,0.9090909090909091,0.3603236987347903
08084d990eb3f53af056ccbc1730c8a7,12,372.5,3,4.454545454545454,11,0.8201995322647244,19.524166666666666,SP,sao paulo,31.041666666666668,0.25,Silver,1.0867208305777736,0.3573376087280094
081acf3de680d554796c9cf041be7bc2,8,1597.3,4,4.125,8,1.4577379737113252,25.6875,MG,vespasiano,199.6625,0.5,Gold,0.6419564887523995,0.3341764457922498
082e0bf4cb865a6533b1e8e498cc0255,23,2073.3,17,3.3043478260869565,23,1.4904173487710703,43.08826086956522,SP,botucatu,90.14347826086957,0.7391304347826086,Gold,0.6287657769658441,0.269768864752875
085f6f7e049c996695fb2074fe38d45e,8,305.4,6,3.625,8,1.6850180160122068,16.32,SP,taubate,38.175,0.75,Silver,0.5602184353489245,0.2907985266042403
08633c14ef2db992c11f840f04fad4cd,97,7644.3,16,4.237113402061856,97,1.1616546736255202,14.685773195876289,SP,ribeirao pires,78.80721649484536,0.16494845360824742,Platinum,0.7926099121294234,0.35895655389642994
0873d9f8f36123f8d910f4760e788cfb,6,7265.59,6,3.1666666666666665,6,1.8348478592697182,26.843333333333334,SP,barueri,1210.9316666666666,1.0,Platinum,0.5168365022650598,0.272330605469884
0885aaf116795758dfeb5f1032487bcd,30,2648.0,20,4.2,30,1.126483695950092,17.144000000000002,SP,ferraz de vasconcelos,88.26666666666667,0.6666666666666666,Gold,0.8153390080129462,0.3429237015325096
0887a9f087bcd5d9f6642b52f897fc6c,12,1642.0,3,4.416666666666667,12,0.7929614610987592,18.3625,SP,cananeia,136.83333333333334,0.25,Gold,1.1198691584847722,0.35762665580930797
08ad4ac1388e4420ca531c3edfc46198,7,221.61999999999998,5,2.7142857142857144,7,1.7043362064926932,12.721428571428572,SP,itapevi,31.659999999999997,0.7142857142857143,Silver,0.5542204365248653,0.2177223249425682
08cdbae123ff67ca4e36d9d641ce0119,6,3098.99,3,2.5,6,1.9748417658131499,182.745,MG,uba,516.4983333333333,0.5,Gold,0.4819644642193187,0.2081029009864924
08d0949a9a17c027262db1f3c450c26c,12,324.8,9,3.75,12,1.4847711791873703,19.42,PR,cascavel,27.066666666666666,0.75,Silver,0.6310059225791663,0.3008492516079151
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,538.0,1,5.0,1,0.0,67.57,MG,belo horizonte,538.0,1.0,Silver,10.0,0.4014067037101549
08d2d642cf72b622b14dde1d2f5eb2f5,21,914.0,8,4.45,20,0.8255779474818964,15.298095238095238,SP,marilia,43.523809523809526,0.38095238095238093,Gold,1.080406034651727,0.3583898274927167
08f5819815f3d06545011850bd70f0a8,3,452.0,3,4.666666666666667,3,0.5773502691896257,23.61,SP,santos,150.66666666666666,1.0,Silver,1.4763410387308014,0.37451517362513637
091065b789659bc3cd9af9cb3a6253ff,2,1359.0,1,3.5,2,2.1213203435596424,42.685,RS,canoas,679.5,0.5,Gold,0.450182704578985,0.28355336494814215
0936e1837d0c79253456bbb2ffaaef10,2,38.9,1,5.0,2,0.0,15.56,SP,sao paulo,19.45,0.5,Bronze,10.0,0.4001017114764406
093805f8f2aeb63881444571e1f48f30,27,1215.79,18,3.814814814814815,27,1.5451421900473716,12.738518518518518,SP,osasco,45.029259259259256,0.6666666666666666,Gold,0.6078501943781559,0.3083641002479533
094ced053e257ae8cae57205592d6712,19,1519.2,13,4.052631578947368,19,1.5082618476808296,24.159473684210525,SP,ribeirao preto,79.9578947368421,0.6842105263157895,Gold,0.6217892947233905,0.3281827647478849
0951a6e282947e09cd47969f4ed0b47f,7,492.3,2,4.857142857142857,7,0.3779644730092272,12.574285714285713,SP,taboao da serra,70.32857142857144,0.2857142857142857,Silver,2.0922057108221406,0.3898586409069476
09883d9ab71c8fe8a9bfc7fc3075b07e,5,329.5,5,3.4,5,1.816590212458495,15.334,SP,sao paulo,65.9,1.0,Silver,0.5217599429965031,0.2728615406551971
099095b050cfe8eb1ddff5317587e96e,20,5193.83,11,2.95,20,1.8771478925557026,35.766,SP,sao paulo,259.6915,0.55,Platinum,0.5057790586962005,0.2495802600946353
09bad886111255c5b5030314fc7f1a4a,5,487.5,1,5.0,5,0.0,14.572,SP,sao paulo,97.5,0.2,Silver,10.0,0.40127466181914595
09f952a5f58d2285b0372551ae8f9b01,56,11821.5,11,3.875,56,1.3890807948227686,27.231428571428573,SP,sao bernardo do campo,211.09821428571428,0.19642857142857142,Platinum,0.6715552329173788,0.3409095686051971
0a198e95d32b1be2da9424c962a6ebfa,1,69.99,1,5.0,1,0.0,16.68,MG,contagem,69.99,1.0,Bronze,10.0,0.4001830022168657
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,462.0,2,5.0,2,0.0,11.399999999999999,SP,sao paulo,231.0,1.0,Silver,10.0,0.4012079872009137
0a85ebe4e328db81ac9109781205e2f7,12,667.9,8,4.583333333333333,12,0.6685579234215215,11.479166666666666,SP,jundiai,55.65833333333333,0.6666666666666666,Silver,1.3011381049174902,0.3684130187261694
0aa124728afc1131dff5655f4c6f487b,2,850.92,2,1.0,2,0.0,53.93,MG,alfenas,425.46,1.0,Gold,10.0,0.08222489279004648
0aa2205ca24f113f4658a5c536667426,11,815.62,3,2.8181818181818183,11,2.088931871468374,15.68,SP,sao paulo,74.14727272727272,0.2727272727272727,Silver,0.4568438209678871,0.22758713965543123
0ac4201fda2c68ebc0e47cb9423cf3c9,14,1676.88,4,4.285714285714286,14,1.3259870882635916,16.71357142857143,SP,sao paulo,119.77714285714286,0.2857142857142857,Gold,0.7012686217360415,0.34724166575209553
0ad80de75c811326389cfb1daba7d45e,6,1449.3999999999999,6,5.0,5,0.0,19.22,RJ,rio de janeiro,241.56666666666663,1.0,Gold,10.0,0.4037897330065028
0adac9fbd9a2b63cccaac4f8756c1ca8,142,15960.95,66,3.8865248226950353,141,1.3580037796158229,17.60049295774648,SP,louveira,112.40105633802817,0.4647887323943662,Platinum,0.6858692782425401,0.3526549367126227
0ade5cc4a305ed7093a23f68ca47519c,2,158.88,2,5.0,2,0.0,21.195,PR,curitiba,79.44,1.0,Bronze,10.0,0.4004154220919506
0aea4c6ae1505b3228ddf3dd7822ee5b,8,1427.91,8,3.875,8,1.4577379737113252,18.96875,SP,sorocaba,178.48875,1.0,Gold,0.6419564887523995,0.31373354329882397
0af2ab31141893d26aca5a404a537dab,1,59.0,1,5.0,1,0.0,15.51,SP,sao paulo,59.0,1.0,Bronze,10.0,0.40015426676375304
0af977692321d895349eded183341d28,2,257.75,2,4.5,2,0.7071067811865476,9.735,SP,santos,128.875,1.0,Silver,1.238993430992954,0.360673936582328
0afccdb8a34ee5c79f7c06faf2b4d56e,25,1225.5,10,4.041666666666667,24,1.2328534123049197,15.531199999999998,MG,uberlandia,49.02,0.4,Gold,0.7502700527814891,0.3265376370448479
0b09101900100c0e9d312861fad5a1b9,1,153.75,1,4.0,1,0.0,14.61,SP,sao paulo,153.75,1.0,Bronze,10.0,0.32040200872757685
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,1416.76,3,4.666666666666667,3,0.5773502691896257,44.626666666666665,SP,guarulhos,472.25333333333333,1.0,Gold,1.4763410387308014,0.37703772282849884
0b18d63d0cd1d723567903fd34a07df2,14,1678.1399999999999,9,4.785714285714286,14,0.4258153136263203,18.992142857142856,SP,sp,119.86714285714285,0.6428571428571429,Gold,1.9018084374595967,0.38724496026264343
0b1ca3ef18a63d7eb0c8897fa0849c08,1,55.0,1,5.0,1,0.0,7.87,SP,sao roque,55.0,1.0,Bronze,10.0,0.4001438080001088
0b35c634521043bf4b47e21547b99ab5,78,13533.65,39,3.4935064935064934,77,1.5357440903814312,18.911410256410257,PR,teixeira soares,173.50833333333333,0.5,Platinum,0.6113425723988493,0.3148668311291026
0b36063d5818f81ccb94b54adfaebbf5,15,765.0,1,5.0,15,0.0,1.2,SC,jaragua do sul,51.0,0.06666666666666667,Silver,10.0,0.4020002385469675
